Ticker,Company Name,Year,Age(C1),DER(C2),Size(C3),Affiliation(C4),PIAC(C5),ROA(FP1),TOBIN'S Q(FP2),ROE(FP3),Asset Utilization(SCA1),VACA(IC1),VAHU(IC2),STVA(IC3),VAIC(IC4)
RIGS,RIG TENDERS INDONESIA TBK,2012,38,0.67,28.08,1,0.67,0.04,0.57,0.06,0.54,0.814,19.560,0.949,21.323
RIGS,RIG TENDERS INDONESIA TBK,2013,39,0.55,28.04,1,0.67,-0.05,0.44,-0.07,0.44,0.712,15.376,0.935,17.023
RIGS,RIG TENDERS INDONESIA TBK,2014,40,0.47,28.09,1,0.67,-0.02,0.40,-0.02,0.32,0.466,17.266,0.942,18.674
RIGS,RIG TENDERS INDONESIA TBK,2015,41,0.51,28.09,1,0.67,-0.10,0.40,-0.15,0.25,0.509,21.759,0.954,23.222
RIGS,RIG TENDERS INDONESIA TBK,2016,42,0.53,27.92,1,0.67,-0.13,0.44,-0.20,0.21,0.461,16.026,0.938,17.425
RIGS,RIG TENDERS INDONESIA TBK,2017,43,0.55,27.71,1,0.67,-0.18,0.49,-0.27,0.29,0.558,19.641,0.949,21.148
RIGS,RIG TENDERS INDONESIA TBK,2018,44,0.47,27.56,1,0.67,-0.14,0.52,-0.20,0.45,0.595,17.692,0.943,19.231
RIGS,RIG TENDERS INDONESIA TBK,2019,45,0.10,27.24,1,0.67,0.03,0.56,0.03,0.00,0.601,15.470,0.935,17.006
RIGS,RIG TENDERS INDONESIA TBK,2020,46,0.09,27.12,1,0.67,-0.11,0.28,-0.12,0.00,0.382,7.537,0.867,8.787
RIGS,RIG TENDERS INDONESIA TBK,2021,47,0.05,27.20,0,0.67,0.06,0.24,0.06,0.48,0.565,17.060,0.941,18.567
RMKE,RMK ENERGY TBK.. PT,2021,12,0.75,27.97,0,0.67,0.14,1.12,0.25,1.33,2.015,20.921,0.952,23.888
RMKE,RMK ENERGY TBK.. PT,2022,13,0.39,28.15,0,0.67,0.24,2.73,0.34,1.63,1.867,26.126,0.962,28.955
RUIS,RADIANT UTAMA INTERINSCO TBK,2012,28,3.94,27.79,0,0.67,0.02,0.93,0.12,1.36,10.123,2.439,0.590,13.153
RUIS,RADIANT UTAMA INTERINSCO TBK,2013,29,3.88,27.88,0,0.67,0.02,0.91,0.11,1.41,10.260,2.377,0.579,13.217
RUIS,RADIANT UTAMA INTERINSCO TBK,2014,30,3.17,27.87,0,0.67,0.04,0.89,0.18,1.45,9.119,2.340,0.573,12.031
RUIS,RADIANT UTAMA INTERINSCO TBK,2015,31,2.23,27.72,0,0.67,0.04,0.84,0.12,1.46,6.985,2.381,0.580,9.946
RUIS,RADIANT UTAMA INTERINSCO TBK,2016,32,1.72,27.61,0,0.67,0.03,0.82,0.07,1.34,5.564,2.391,0.582,8.537
RUIS,RADIANT UTAMA INTERINSCO TBK,2017,33,1.52,27.59,0,0.67,0.02,0.79,0.06,1.17,4.479,2.439,0.590,7.508
RUIS,RADIANT UTAMA INTERINSCO TBK,2018,34,1.44,27.62,0,0.67,0.03,0.79,0.07,1.31,4.825,2.489,0.598,7.913
RUIS,RADIANT UTAMA INTERINSCO TBK,2019,35,1.89,27.86,0,0.67,0.03,0.81,0.08,1.28,5.934,2.298,0.565,8.798
RUIS,RADIANT UTAMA INTERINSCO TBK,2020,36,1.95,27.93,0,0.67,0.02,0.82,0.06,1.20,5.550,2.354,0.575,8.480
RUIS,RADIANT UTAMA INTERINSCO TBK,2021,37,1.68,27.89,0,0.67,0.01,0.75,0.04,1.27,5.140,2.528,0.604,8.273
RUIS,RADIANT UTAMA INTERINSCO TBK,2022,38,1.42,27.87,0,0.67,0.02,0.72,0.04,1.35,4.902,2.547,0.607,8.057
SGER,SUMBER GLOBAL ENERGY TBK. PT,2020,12,1.91,27.25,0,0.67,0.04,4.51,0.12,2.97,8.346,162.750,0.994,172.090
SGER,SUMBER GLOBAL ENERGY TBK. PT,2021,13,1.85,27.84,0,0.67,0.16,4.02,0.47,3.17,8.323,260.714,0.996,270.033
SGER,SUMBER GLOBAL ENERGY TBK. PT,2022,14,2.33,28.85,0,0.50,0.18,1.42,0.58,3.10,8.703,367.093,0.997,376.793
SHIP,SILLO MARITIME PERDANA TBK. PT,2016,30,1.05,27.93,0,0.67,0.05,1.43,0.10,0.18,0.204,3.733,0.732,4.669
SHIP,SILLO MARITIME PERDANA TBK. PT,2019,30,1.10,28.84,0,0.67,0.08,1.15,0.17,0.38,0.558,6.934,0.856,8.347
SHIP,SILLO MARITIME PERDANA TBK. PT,2020,31,1.18,29.06,0,0.67,0.08,0.94,0.17,0.29,0.415,5.996,0.833,7.244
SHIP,SILLO MARITIME PERDANA TBK. PT,2021,32,1.16,29.17,0,0.67,0.06,1.11,0.14,0.31,0.463,5.728,0.825,7.016
SHIP,SILLO MARITIME PERDANA TBK. PT,2022,33,1.20,29.42,0,0.67,0.07,0.95,0.15,0.36,0.568,6.163,0.838,7.569
SICO,SIGMA ENERGY COMPRESSINDO TBK.. PT,2022,15,0.24,25.64,0,0.67,0.08,1.25,0.10,0.58,0.720,4.594,0.782,6.096
SMMT,GOLDEN EAGLE ENERGY TBK. PT,2019,39,0.49,27.49,0,0.67,0.01,0.77,0.01,0.29,0.436,10.922,0.908,12.267
SMMT,GOLDEN EAGLE ENERGY TBK. PT,2020,40,0.56,27.51,0,0.67,-0.03,0.77,-0.04,0.24,0.451,10.815,0.908,12.174
SMMT,GOLDEN EAGLE ENERGY TBK. PT,2021,41,0.29,27.68,0,0.67,0.24,0.83,0.31,0.48,0.478,16.094,0.938,17.510
SMMT,GOLDEN EAGLE ENERGY TBK. PT,2022,42,0.16,27.80,0,0.67,0.34,1.87,0.40,0.89,0.771,24.487,0.959,26.217
SMRU,SMR UTAMA TBK.. PT,2012,10,0.13,26.45,1,0.67,-0.21,7.42,-0.24,0.14,0.422,4.151,0.759,5.333
SMRU,SMR UTAMA TBK.. PT,2014,11,0.99,28.59,0,0.67,-0.01,1.08,-0.03,0.13,0.310,5.573,0.821,6.704
SMRU,SMR UTAMA TBK.. PT,2015,12,1.15,28.61,0,0.67,-0.10,1.05,-0.22,0.20,0.608,6.036,0.834,7.478
SMRU,SMR UTAMA TBK.. PT,2016,13,1.46,28.52,0,0.67,-0.09,1.40,-0.23,0.24,0.790,5.491,0.818,7.099
SMRU,SMR UTAMA TBK.. PT,2017,14,0.98,28.34,0,0.67,0.02,1.86,0.03,0.36,0.857,4.861,0.794,6.512
SMRU,SMR UTAMA TBK.. PT,2018,15,0.99,28.28,0,0.67,-0.04,2.46,-0.07,0.45,1.027,4.530,0.779,6.336
SMRU,SMR UTAMA TBK.. PT,2019,16,1.17,28.15,0,0.67,-0.11,0.91,-0.24,0.42,1.282,4.005,0.750,6.037
SMRU,SMR UTAMA TBK.. PT,2020,17,1.88,27.89,0,0.67,-0.25,1.14,-0.72,0.38,1.703,3.709,0.730,6.141
SMRU,SMR UTAMA TBK.. PT,2021,18,3.86,27.66,0,0.67,-0.23,1.40,-1.12,0.53,3.820,4.597,0.782,9.200
SMRU,SMR UTAMA TBK.. PT,2022,19,3.80,27.57,0,0.67,-0.02,1.46,-0.09,0.53,2.884,3.477,0.712,7.074
SOCI,SOECHI LINES TBK. PT,2019,9,1.05,29.89,0,0.67,0.01,0.64,0.03,0.23,0.336,9.100,0.890,10.326
SOCI,SOECHI LINES TBK. PT,2020,10,0.83,29.86,0,0.67,0.04,0.65,0.08,0.20,0.158,4.925,0.797,5.879
SOCI,SOECHI LINES TBK. PT,2021,11,0.71,29.83,0,0.67,0.01,0.57,0.02,0.21,0.259,11.310,0.912,12.481
SOCI,SOECHI LINES TBK. PT,2022,12,0.70,29.93,0,0.67,0.01,0.54,0.02,0.23,0.275,12.618,0.921,13.814
SUGI,SUGIH ENERGY TBK. PT,2012,10,0.45,28.90,0,0.67,0.00,0.53,0.01,0.02,0.005,0.661,-0.513,0.153
SUGI,SUGIH ENERGY TBK. PT,2013,11,0.79,29.33,0,0.67,0.06,0.66,0.11,0.01,-0.112,-13.787,1.073,-12.827
SUGI,SUGIH ENERGY TBK. PT,2014,12,0.82,29.50,0,0.67,0.01,0.65,0.01,0.01,-0.048,-4.175,1.240,-2.984
SUGI,SUGIH ENERGY TBK. PT,2015,13,3.75,30.44,0,0.67,-0.03,0.88,-0.15,3.84,0.037,3.910,0.744,4.691
SUGI,SUGIH ENERGY TBK. PT,2016,14,1.59,29.42,0,0.67,-0.19,0.67,-0.50,0.00,0.396,35.797,0.972,37.166
SUGI,SUGIH ENERGY TBK. PT,2017,15,2.02,29.48,0,0.67,-0.04,0.70,-0.12,0.00,-0.087,-7.691,1.130,-6.648
SURE,SUPER ENERGY TBK. PT,2018,7,3.91,27.07,0,0.67,-0.05,16.76,-0.24,0.52,2.239,5.111,0.804,8.154
SURE,SUPER ENERGY TBK. PT,2019,8,5.95,27.48,0,0.67,0.01,6.00,0.07,0.34,1.939,4.830,0.793,7.562
SURE,SUPER ENERGY TBK. PT,2020,9,0.81,27.72,0,0.67,-0.02,3.91,-0.04,0.31,1.890,4.570,0.781,7.242
SURE,SUPER ENERGY TBK. PT,2021,10,0.87,27.63,0,0.67,-0.07,3.45,-0.13,0.34,0.474,4.883,0.795,6.152
SURE,SUPER ENERGY TBK. PT,2022,11,1.12,27.59,0,0.67,-0.09,3.21,-0.18,0.39,0.733,6.442,0.845,8.021
TAMU,PELAYARAN TAMARIN SAMUDRA TBK.. PT,2019,21,1.13,27.83,0,0.67,-0.12,12.55,-0.25,0.18,0.281,15.849,0.937,17.067
TAMU,PELAYARAN TAMARIN SAMUDRA TBK.. PT,2020,22,1.04,27.78,0,0.67,-0.01,2.13,-0.02,0.19,0.521,14.338,0.930,15.789
TAMU,PELAYARAN TAMARIN SAMUDRA TBK.. PT,2021,23,0.97,27.64,0,0.67,-0.06,2.35,-0.12,0.16,0.336,10.226,0.902,11.464
TAMU,PELAYARAN TAMARIN SAMUDRA TBK.. PT,2022,24,1.04,27.63,0,0.67,-0.08,2.40,-0.16,0.18,0.340,13.699,0.927,14.967
TCPI,TRANSCOAL PACIFIC TBK. PT,2018,11,1.22,28.65,0,0.67,0.09,34.51,0.20,0.83,1.643,14.279,0.930,16.851
TCPI,TRANSCOAL PACIFIC TBK. PT,2019,12,1.14,28.76,0,0.67,0.09,11.30,0.19,0.75,1.571,16.204,0.938,18.713
TCPI,TRANSCOAL PACIFIC TBK. PT,2020,13,0.92,28.64,0,0.67,0.02,13.20,0.04,0.61,1.360,13.023,0.923,15.306
TCPI,TRANSCOAL PACIFIC TBK. PT,2021,14,0.85,28.68,0,0.67,0.03,18.11,0.06,0.59,1.067,12.046,0.917,14.029
TCPI,TRANSCOAL PACIFIC TBK. PT,2022,15,0.71,28.66,0,0.67,0.04,14.56,0.07,0.63,0.984,12.447,0.920,14.350
TEBE,DANA BRATA LUHUR TBK. PT,2019,11,0.36,27.52,0,0.67,0.05,2.89,0.07,0.42,0.127,9.486,0.895,10.508
TEBE,DANA BRATA LUHUR TBK. PT,2020,12,0.27,27.45,0,0.67,0.00,1.03,0.00,0.24,0.440,16.645,0.940,18.025
TEBE,DANA BRATA LUHUR TBK. PT,2021,13,0.22,27.62,0,0.67,0.17,1.03,0.20,0.45,0.286,10.701,0.907,11.894
TEBE,DANA BRATA LUHUR TBK. PT,2022,14,0.24,27.90,0,0.67,0.25,1.03,0.31,0.60,0.301,13.444,0.926,14.671
TOBA,TOBA BARA SEJAHTRA TBK. PT,2017,10,0.99,29.18,1,0.67,0.06,4.16,0.12,0.89,1.664,11.412,0.912,13.989
TOBA,TOBA BARA SEJAHTRA TBK. PT,2018,11,1.33,29.63,0,0.67,0.08,2.43,0.18,0.87,1.537,10.293,0.903,12.733
TOBA,TOBA BARA SEJAHTRA TBK. PT,2019,12,1.40,29.81,0,0.67,0.07,0.91,0.17,0.83,1.732,13.364,0.925,16.021
TOBA,TOBA BARA SEJAHTRA TBK. PT,2020,13,1.65,30.02,1,0.67,0.05,1.01,0.12,0.43,1.677,22.790,0.956,25.423
TOBA,TOBA BARA SEJAHTRA TBK. PT,2021,14,1.42,30.14,1,0.67,0.08,1.31,0.19,0.54,0.943,16.449,0.939,18.332
TOBA,TOBA BARA SEJAHTRA TBK. PT,2022,15,1.12,30.28,1,0.67,0.10,0.87,0.22,0.71,0.970,24.245,0.959,26.173
TPMA,TRANS POWER MARINE TBK. PT,2013,8,1.44,27.93,0,0.67,0.06,2.50,0.15,0.45,1.057,20.787,0.952,22.796
TPMA,TRANS POWER MARINE TBK. PT,2014,9,1.17,28.11,0,0.67,0.09,3.04,0.19,0.53,0.864,14.486,0.931,16.281
TPMA,TRANS POWER MARINE TBK. PT,2015,10,1.02,28.19,0,0.67,0.01,1.79,0.03,0.38,0.873,15.523,0.936,17.331
TPMA,TRANS POWER MARINE TBK. PT,2016,11,0.83,28.11,0,0.67,0.01,2.34,0.02,0.27,0.673,12.023,0.917,13.613
TPMA,TRANS POWER MARINE TBK. PT,2017,12,0.64,28.07,0,0.67,0.04,2.71,0.07,0.33,0.445,8.367,0.880,9.692
TPMA,TRANS POWER MARINE TBK. PT,2018,13,0.47,28.13,0,0.67,0.07,7.96,0.10,0.39,0.452,8.348,0.880,9.680
TPMA,TRANS POWER MARINE TBK. PT,2019,14,0.41,28.07,0,0.67,0.07,0.72,0.10,0.43,0.471,9.104,0.890,10.466
TPMA,TRANS POWER MARINE TBK. PT,2020,15,0.35,28.01,0,0.67,0.02,0.89,0.03,0.38,0.499,10.087,0.901,11.487
TPMA,TRANS POWER MARINE TBK. PT,2021,16,0.29,27.98,0,0.67,0.04,0.95,0.05,0.42,0.503,9.373,0.893,10.770
TPMA,TRANS POWER MARINE TBK. PT,2022,17,0.21,28.16,0,0.67,0.13,0.89,0.16,0.59,0.521,9.428,0.894,10.842
TRAM,TRADA ALAM MINERA TBK.. PT,2012,14,1.49,28.81,1,0.67,-0.10,1.02,-0.24,0.16,0.569,10.705,0.907,12.180
TRAM,TRADA ALAM MINERA TBK.. PT,2013,15,1.30,28.99,1,0.67,0.01,1.05,0.01,0.20,0.568,7.574,0.868,9.010
TRAM,TRADA ALAM MINERA TBK.. PT,2014,16,1.71,28.90,0,0.67,-0.12,0.70,-0.32,0.21,0.341,7.055,0.858,8.254
TRAM,TRADA ALAM MINERA TBK.. PT,2015,17,6.11,28.67,0,0.67,-0.34,0.88,-2.40,0.16,0.731,11.554,0.913,13.198
TRAM,TRADA ALAM MINERA TBK.. PT,2016,18,-11.44,29.07,0,0.67,-0.05,1.14,0.56,0.12,3.359,19.974,0.950,24.283
TRAM,TRADA ALAM MINERA TBK.. PT,2017,19,1.13,39.57,0,0.67,0.00,0.53,-0.01,0.05,-1.399,9.026,0.889,8.516
TRAM,TRADA ALAM MINERA TBK.. PT,2018,20,0.55,29.74,0,0.67,0.04,0.38,0.06,0.42,0.092,6.760,0.852,7.704
TRAM,TRADA ALAM MINERA TBK.. PT,2019,21,1.63,29.49,0,0.67,-0.45,1.01,-1.17,0.68,0.599,9.894,0.899,11.392
UNIQ,ULIMA NITRA TBK.. PT,2021,29,0.53,26.97,0,0.67,-0.02,0.88,-0.03,0.62,1.144,4.741,0.789,6.674
UNIQ,ULIMA NITRA TBK.. PT,2022,30,0.62,27.09,0,0.67,0.04,0.70,0.06,0.73,1.304,5.223,0.809,7.336
WINS,WINTERMAR OFFSHORE MARINE TBK.. PT,2019,24,0.60,28.87,0,0.67,-0.07,0.53,-0.11,0.23,0.447,13.438,0.926,14.811
WINS,WINTERMAR OFFSHORE MARINE TBK.. PT,2020,25,0.57,28.77,0,0.67,-0.07,0.51,-0.11,0.21,0.349,11.433,0.913,12.695
WINS,WINTERMAR OFFSHORE MARINE TBK.. PT,2021,26,0.27,28.66,0,0.67,0.00,0.51,0.00,0.20,0.266,10.609,0.906,11.781
WINS,WINTERMAR OFFSHORE MARINE TBK.. PT,2022,27,0.22,28.72,0,0.67,0.01,0.66,0.01,0.32,0.447,5.247,0.809,6.504
WOWS,GINTING JAYA ENERGI TBK. PT,2019,8,0.37,27.42,0,0.67,0.02,1.03,0.03,0.22,0.263,3.620,0.724,4.606
WOWS,GINTING JAYA ENERGI TBK. PT,2020,9,0.29,27.36,0,0.67,0.00,0.45,0.00,0.15,0.184,4.218,0.763,5.166
WOWS,GINTING JAYA ENERGI TBK. PT,2021,10,0.28,27.30,0,0.67,-0.05,0.36,-0.06,0.13,0.197,3.234,0.691,4.122
WOWS,GINTING JAYA ENERGI TBK. PT,2022,11,0.28,27.24,0,0.67,-0.04,0.40,-0.05,0.15,0.255,4.047,0.753,5.054
